model,phase,scale,n_h2o,pbc_max_cell_vector_A,zero_d_cell_vector_A,pbc_minus_0d_kJ_mol_H2O,valid_converged_pair,old_full_pbc_minus_0d_kJ_mol_H2O,current_minus_old_pbc_kJ_mol_H2O,current_minus_old_zero_d_kJ_mol_H2O,pbc_scc_steps,zero_d_scc_steps,pbc_final_scc_residual,zero_d_final_scc_residual,pbc_returncode,zero_d_returncode,pbc_program_ended,zero_d_program_ended,geometry_alignment_max_error_A,intramolecular_OH_max_delta_A,parameter_sha256,build_id,pbc_input_sha256,zero_d_input_sha256,pbc_output_sha256,zero_d_output_sha256,delta_core_kJ_mol_H2O,delta_repulsive_kJ_mol_H2O,delta_electrostatic_kJ_mol_H2O,delta_dispersion_sc_kJ_mol_H2O,delta_dispersion_non_sc_kJ_mol_H2O,delta_halogen_kJ_mol_H2O,delta_electronic_entropy_kJ_mol_H2O,delta_other_interactions_residual_kJ_mol_H2O
no_anisotropic_multipole,Ih,1.5,12,11.5171395,40.0,-10.409925076457203,True,,,,14,14,2.7249e-10,3.2069e-10,0,0,True,True,1.7320509510615833e-10,1.3014744837391845e-10,bdf99c6bda2cbd6b815ef86e31dd4a213b1e526081cf11a8d337408bfe477333,CP2K 28df9380abb3 / save_tblite 257ba442684c,8e4672f41e89356ed73e86154711576b7a25b18dfd9649a82acc4d5b9025b1d3,faf099bd976a7f8edd3f41ce177c805131632f0b57e8dc6d3cc3919bcd1b7272,0d05aa12eccdb4b933118bf0a7489409de39ffd15822549f69ea3740ee104876,ac59fbcb0beac5976e58e26959f5b680b9be7be8d662328d3d34fa9c3ddea03f,6216.0021172380275,-0.14063607575913883,5.762820133814233,-1.1068429999345575,0.029263095614921873,0.0,0.0,-6230.956646468225
no_anisotropic_multipole,Ih,2.0,12,15.356186,40.0,-2.457738158851144,True,,,,14,14,2.6782e-10,2.8086e-10,0,0,True,True,2.449504449691246e-10,1.3014722632931353e-10,bdf99c6bda2cbd6b815ef86e31dd4a213b1e526081cf11a8d337408bfe477333,CP2K 28df9380abb3 / save_tblite 257ba442684c,d4fdc88c84841ebdf8ca6b2c107d8a13c6ed916b271b4db05b9a2c8fab43b264,40545b59b9d82faedbad81f313eaeee44824b218e6e1e3f7358ee6af98debb4f,311dcedaaa10a28e54ee8392288f6208136b0e05e209258fe999d6c50974afac,f5ece8222d73f4842ca0edb96c797d33f8737c660982ec593340fc1a4d8494eb,6218.211455841448,-0.059656536534088325,2.1823719511614885,-0.18153164976023672,0.001521499287812214,0.0,0.0,-6222.611899264441
no_anisotropic_multipole,Ih,3.0,12,23.034279,40.0,-0.590213929312445,True,,,,13,13,6.9485e-10,7.1394e-10,0,0,True,True,2.449518953326465e-10,2.4303736800845854e-10,bdf99c6bda2cbd6b815ef86e31dd4a213b1e526081cf11a8d337408bfe477333,CP2K 28df9380abb3 / save_tblite 257ba442684c,644efc8b1b96aa23da14d31a75c7b9e5cb25fb202c9a6b0856ce46a95dca1a70,5b4c3a41d1f130845e2f54d17135a8d04d6cbd858500a621a49485d0880fb699,6c3ac778bbd7979020971abba6dacb8a250162a187328d839a80b2c68f615417,c294333382a425597d632ed52d09714ab23bf68b9d7d6a965134befda81e0760,6219.82941588697,-0.016873334386453578,0.6180969756222295,-0.014636505206960852,-6.583033612343368e-05,0.0,0.0,-6221.00615112197
no_anisotropic_multipole,Ih,4.0,12,30.712372,40.0,-0.23299897177353912,True,,,,13,13,6.854e-10,4.2772e-10,0,0,True,True,1.7320304400668699e-10,1.6021894921891544e-10,bdf99c6bda2cbd6b815ef86e31dd4a213b1e526081cf11a8d337408bfe477333,CP2K 28df9380abb3 / save_tblite 257ba442684c,ef36aadc314743c617595ca972f1d03f9184247daaa79b3f32f3933e2f29f722,cd98c7bc3d1e79bc1e565cc2df1f197761ef5f95027dfee937ad60c7f11079e8,5b606f2dd8909a365c6b8d01612c470ad239be7a8185e30faa7df8bf4191387b,21cd422cccf27601e434c7fb38a2ce50acebd14174b783636de0487de0b05645,6220.228074000908,-0.006792241733309328,0.24990193734999552,-0.0024064983720257804,-1.0962112993905712e-05,0.0,0.0,-6220.701765207812
no_anisotropic_multipole,VII,1.5,12,15.83230400780248,40.0,-166.87053659545356,True,,,,11,14,7.6878e-10,6.8253e-11,0,0,True,True,1.999964638659504e-10,1.1703626956460766e-10,bdf99c6bda2cbd6b815ef86e31dd4a213b1e526081cf11a8d337408bfe477333,CP2K 28df9380abb3 / save_tblite 257ba442684c,91c6f61c40319a63f43aa06d5c5cb978eae20586ef0a704642aa5e2e1926d207,84949f8c186779d898a359f9e4f6766f2eb9a419eb01bf4bec5a1e38e53abb6f,35d4030a8215b4a3c171ba83c61c105e5be932d68d26e879039bab2aad86a1c5,35f9e4d30c9810a5774342f44b230038ab210e3b97bcf2e13e5d63017a66af88,6208.973313295734,-0.6283234014819591,36.78286466456775,-1.4387606994392634,0.15509343454466473,0.0,0.0,-6410.714723889393
no_anisotropic_multipole,VII,2.0,12,21.10973867710331,40.0,-67.70678577103781,True,,,,12,13,2.6525e-10,8.5193e-10,0,0,True,True,2.4494754419055325e-10,1.7306167610087186e-10,bdf99c6bda2cbd6b815ef86e31dd4a213b1e526081cf11a8d337408bfe477333,CP2K 28df9380abb3 / save_tblite 257ba442684c,73f41af892e9e961504f59a77bf7f15185b77dcd61c376d6fa75064092ea6051,eb51b0fcd6d10bf97dfc9f67506a6546d2587f9870e6dec46e213da8dad57d37,a5a825d52cf86292dc00b7c47a398f58cf809b3a81e3ad5a49e6b51a162fc179,2ec78e08666c837751f246b64c50b16cc149ed70621a3c999e6ca84e512fa043,6229.991904698225,-0.27393422865942485,15.633408041015192,-0.24522086298360676,0.010943476560781028,0.0,0.0,-6312.823886895197
no_anisotropic_multipole,VII,3.0,12,31.66460801560496,40.0,-109.87140962270315,True,,,,15,12,3.3914e-10,3.1287e-10,0,0,True,True,1.4142388008649888e-10,1.1703593649770028e-10,bdf99c6bda2cbd6b815ef86e31dd4a213b1e526081cf11a8d337408bfe477333,CP2K 28df9380abb3 / save_tblite 257ba442684c,4de5e1ca86f269b9608cac2d6096ed0102ff6629d1e50af5a223271348dde747,75743f798bcdb3225e7911dc2f3e55674c3b7a65de54ba21c539c9ca1d073ff5,1db31d97d13ed19b3af0d011ff98e76bdc78fd1c06e9dadd47ba8de714ae7c17,0cb8fd8d2df94305ad1761bbd18a1b9c8adc3422e6fb75bc3ccc3870b901bb85,6343.236533347609,0.19657724588513067,-13.382673538211083,-0.02611680255396048,0.00021534476473704836,0.0,0.0,-6439.895945220204
no_anisotropic_multipole,XIV,1.5,12,12.552168,40.0,-92.93198885591599,True,,,,14,14,3.0241e-10,3.4033e-10,0,0,True,True,1.7320406953213172e-10,1.3763579165271267e-10,bdf99c6bda2cbd6b815ef86e31dd4a213b1e526081cf11a8d337408bfe477333,CP2K 28df9380abb3 / save_tblite 257ba442684c,efc0174a8ab8b772d8bb4e58b366ffb02db6c50e0eb6d6fab67c18d186fb0d54,1570b3fdbbccc9cc5fff43e48807a3057b84b4165f20bb08dc139df80aef6d3b,a7e8a86426bfbceaa7283e156b0e7ad974996bc6bb271c16a33caddbc58f3540,5b1be025b6131b4c5bc9b415ae2a9b7abf7f65a2df40ed226240fb0844223bfa,6214.8623294850995,-0.35450519514604745,21.13564691766867,-1.2943127337118479,0.09650649296605748,0.0,0.0,-6327.377653822778
no_anisotropic_multipole,XIV,2.0,12,16.736224,40.0,-25.911772966921355,True,,,,14,14,2.7162e-10,3.017e-10,0,0,True,True,2.4494899454548683e-10,1.3763501449659543e-10,bdf99c6bda2cbd6b815ef86e31dd4a213b1e526081cf11a8d337408bfe477333,CP2K 28df9380abb3 / save_tblite 257ba442684c,69fc645f0e25ab1467a182c6c039d428ccedf741b9bc5727bd7c75fd4f4500ee,9c2f097a0e49c7cd266d5e63fa2478daa0916565f0de0e3b0fc221ccdc441a3a,bf9d6010f622e3cb741eeab85961cef8043bee36a483f65e95d055c053cf5ce6,62e3cbb267dfe9fa6c11c28c97a05661d526c5bab7de14cf1bd628c5e501b47a,6229.112942445087,-0.11508738682706346,6.407587856014015,-0.21737910223713233,0.00629811276365723,0.0,0.0,-6261.106134891735
no_anisotropic_multipole,XIV,3.0,12,25.104336,40.0,-1.7004367422909283,True,,,,14,13,2.0287e-10,6.3542e-10,0,0,True,True,2.2360681625834416e-10,2.0318879911940257e-10,bdf99c6bda2cbd6b815ef86e31dd4a213b1e526081cf11a8d337408bfe477333,CP2K 28df9380abb3 / save_tblite 257ba442684c,8a75cd61628ff865730f0026624d86636aeb3d5a52e9a4c884af435894d4bfac,fddce505821af0072fdde6df78f49bb394b19b65dc71db4f94dcd425e83cb030,3955a06490cb553b42f6ef90aa68934d281dc204634011100f803962369561ad,8808855140b415f6582fce4449f1901a5887a54084d10a5e50d1a88e26780b7d,6235.312578330447,-0.01800519929046274,0.7525754099744829,-0.0179289291385734,9.514943937581861e-05,0.0,0.0,-6237.7297515037235
no_anisotropic_multipole,XIV,4.0,12,33.472448,40.0,-200.6676958954686,True,,,,16,13,3.5257e-10,5.1071e-10,0,0,True,True,1.7320817182823858e-10,2.0076185158757198e-10,bdf99c6bda2cbd6b815ef86e31dd4a213b1e526081cf11a8d337408bfe477333,CP2K 28df9380abb3 / save_tblite 257ba442684c,42ebe31a13b9b04082b832273795ce1845d9327a7e3e487606dd16f5a9178d64,bd4c47e8879c264e4b8228dce429588428593dd96a4f9ed30e82dd6e585c6236,4ecc2735b02c57b565a12b73e6a19467d74e808a5e40bb39b609de6f0e159a29,bdcea6d5717c5907f0252e10f2fb25fa87a129c14918b8c0579db04955874082,6432.281427968433,0.477469813099649,-31.337487609790518,-0.014851314424469342,-9.817751781460212e-06,0.0,0.0,-6602.074244935054
no_acp,Ih,1.5,12,11.5171395,40.0,-7.269871797645634,True,,,,15,16,9.1778e-10,2.2051e-10,0,0,True,True,1.7320509510615833e-10,1.3014744837391845e-10,d191752b3811ee5fcf2132bf088bf67358b399ff2c4f0540dcbde2a451235cef,CP2K 28df9380abb3 / save_tblite 257ba442684c,5b023177562e57263f43667b3b774b99e40a9983cbac7658bac822c5b4ab165e,f79ea73d3ebffd3f1befb303d6ca98a6d6c0b9ed129bc78af3122f618ad6a9db,d5eb14900ceae15e964471bd7de051a45954e0e4ecbc1afa2df39e49d62e5809,4bfbb96e0fe717f4b392f3c033837a07a459c727b28e409b51038b53868cbdb7,-14.325270481495204,-0.16446001032920957,8.557517826017484,-1.1383155409361796,0.029263095614921873,0.0,0.0,-0.22860668652287305
no_acp,Ih,2.0,12,15.356186,40.0,-1.7675540782494386,True,,,,15,14,3.5931e-10,8.8136e-10,0,0,True,True,2.449504449691246e-10,1.3014722632931353e-10,d191752b3811ee5fcf2132bf088bf67358b399ff2c4f0540dcbde2a451235cef,CP2K 28df9380abb3 / save_tblite 257ba442684c,3b766c04c18aad276ce62ba3f2a3dff603c2153d0abf714286bfe69c98e6bea1,ddd898888fc39a12303529812e79833a6321b949f2f7630a187e3a27d8edbcf8,2c6096e5cb91b291e8a7fb3dd6f7fa9bb82c44e994025b5c8b4159db5640581a,d5a43c44545bf242aa245da7350f79c448a6d4b7711f070c526aa86b5a571bf2,-5.190379562449582,-0.06388888025022123,3.095736721378969,-0.18587463344456806,0.001521499287812214,0.0,0.0,0.5753307772206949
no_acp,Ih,3.0,12,23.034279,40.0,-0.39691430051023585,True,,,,15,14,3.0863e-10,2.8701e-10,0,0,True,True,2.449518953326465e-10,2.4303736800845854e-10,d191752b3811ee5fcf2132bf088bf67358b399ff2c4f0540dcbde2a451235cef,CP2K 28df9380abb3 / save_tblite 257ba442684c,30013fdc32d73ba0bc5df0a9dce949c54127757b96ad2169ba7a28ccdaf14bab,62b90264f82ef736dab7b90ad8a96acac16812b9fd2b4d1229cc6bd45cd07464,a700c23c296aa89e445b9d6b3cec25f8d6aaf3adf5839ed2fe2ade8258c5b2b8,86bbc8c6769ecd4c52d8e5c97b2cec8eeff4925f4fe216aa36b4671d2a3acc16,-1.452969345635246,-0.018136763952547645,0.900349847344727,-0.014863998784273852,-6.583033612343368e-05,0.0,0.0,0.18877179085558407
no_acp,Ih,4.0,12,30.712372,40.0,-0.14359233863823417,True,,,,15,14,2.9385e-10,2.9127e-10,0,0,True,True,1.7320304400668699e-10,1.6021894921891544e-10,d191752b3811ee5fcf2132bf088bf67358b399ff2c4f0540dcbde2a451235cef,CP2K 28df9380abb3 / save_tblite 257ba442684c,d00d55cb96e9c80314bfebe1f3c23a01eefc3ed8eaa87d27dee3d67e786fb7ec,3c3bd2b9a03a82d38f28575c75c4f9f8b9e640971212e89009981b076474a7a4,d4f6f29d310ed1337629bc69498fb54f0112ded59b80a8548957dccf1e2cb943,2faca6603e430794fc3b7889d3d3e489ff8c63df662df8f10a378f140abb7e7c,-0.6173419658871387,-0.00753180335885075,0.3933534765260466,-0.0024131178976763805,-1.0962112993905712e-05,0.0,0.0,0.09035203408680696
no_acp,VII,1.5,12,15.83230400780248,40.0,-151.6639634896128,True,,,,13,15,1.8797e-10,3.1304e-10,0,0,True,True,1.999964638659504e-10,1.1703626956460766e-10,d191752b3811ee5fcf2132bf088bf67358b399ff2c4f0540dcbde2a451235cef,CP2K 28df9380abb3 / save_tblite 257ba442684c,657b2b7f944066ddb42a44e70681daa45a6f8728211ebbce66f37d203cbe593b,ad59af70e6d98578ac483cb7c15081f86219c3f24f66ce68dd3e66f45324d875,2471e957f2c0b5d136b9f76a6bdabbdc672b34976c477290919b126772ee89ba,7dab21b0e5506888ee572ae3889f6bdc18fa7c74ffc075c93ff40094fd95fccb,-60.58548516654298,-0.7362582598912955,45.17983659658634,-1.455940064546957,0.15509343454466473,0.0,0.0,-134.22121002974723
no_acp,VII,2.0,12,21.10973867710331,40.0,-61.58448920488095,True,,,,13,14,3.7543e-11,4.6256e-10,0,0,True,True,2.4494754419055325e-10,1.7306167610087186e-10,d191752b3811ee5fcf2132bf088bf67358b399ff2c4f0540dcbde2a451235cef,CP2K 28df9380abb3 / save_tblite 257ba442684c,b2275f0aa1b88036f1c9b5f61eea1252a560fb181ddfa37558b70fbe83a5aaf6,281b5331372ecde39d77450e6e61bbcdd0ab2f6326882d1d1bf2b86f2615fb19,f0fe5850a4f758a25d6cdbef5f1cdb627a1bb8706787bcec11aade3a720ba810,a10efe9a4cc1a9282e164d2b77169ab7ae5b30c93c28a92439e293d76ab023d2,-26.256497671529477,-0.31355544644965216,18.979459907382033,-0.24782755809015955,0.010943476560781028,0.0,0.0,-53.75701191276855
no_acp,VII,3.0,12,31.66460801560496,40.0,58.684914048567116,True,,,,65,13,3.5239e-10,7.4881e-10,0,0,True,True,1.4142388008649888e-10,1.1703593649770028e-10,d191752b3811ee5fcf2132bf088bf67358b399ff2c4f0540dcbde2a451235cef,CP2K 28df9380abb3 / save_tblite 257ba442684c,76f44048953cc32c2747f6c55bd4009d28873399aa77f6b481802e197874412a,5c4e24a0ec2627a9755b25a3a4781196e1ff94b7c9aed73f2ad8d600ee741a82,50743bed0e05a8da84182bc495e64c9579e7a4bc54a3924164c88cde59313c2a,1cc2ec320f43504b5a246184c20cf2a0fe37249a8cbbbffea294b43e4cc3865a,63.904171889469545,0.026641163889426354,-2.3863569924127064,-0.02232686342764918,0.00021534476473704836,0.0,0.0,-2.8374304937088595
no_acp,XIV,1.5,12,12.552168,40.0,-83.61056862686338,True,,,,15,16,7.7619e-10,2.3853e-10,0,0,True,True,1.7320406953213172e-10,1.3763579165271267e-10,d191752b3811ee5fcf2132bf088bf67358b399ff2c4f0540dcbde2a451235cef,CP2K 28df9380abb3 / save_tblite 257ba442684c,a71017990231c1eed035db35d37458006113584596a2128490c7acfa198d08fc,d77bfc3c862d4adf8e0ca3ec9dc3074813d62c8c690976786a59e531604b737c,e9105215d81719676409db6dfec5d3960202df5e131bff9a9fc6b16fdc702fec,99a36b7202c7685664a2392877a8c0350b2f094b3352408f21988d0602d134d9,-35.688326519616375,-0.42430026075885835,26.34359678500133,-1.3194288187947691,0.09650649296605748,0.0,0.0,-72.61861630566936
no_acp,XIV,2.0,12,16.736224,40.0,-23.39861926942693,True,,,,15,15,3.548e-10,3.475e-10,0,0,True,True,2.4494899454548683e-10,1.3763501449659543e-10,d191752b3811ee5fcf2132bf088bf67358b399ff2c4f0540dcbde2a451235cef,CP2K 28df9380abb3 / save_tblite 257ba442684c,6d5203b5eec647e3aa9078330d0dec8d975a3b72ff5a61cfe63e38b8c5fbc8b7,7623824ed4f884d75939e2242fcd0f65e7c04c219a49eda5f8dd95aefc070b60,16f9039c2bde27eab95400a825a64471da07a7618924d1e779760119cbb6aac1,ce0e96dc875cfec139913ec7be484f3f751683e09cbfefa81d739b9654a538d9,-11.20072716575148,-0.1315236205399162,7.903571293059634,-0.22138137951101358,0.00629811276365723,0.0,0.0,-19.754856509440014
no_acp,XIV,3.0,12,25.104336,40.0,-1.438245972272378,True,,,,14,14,6.7245e-10,4.9933e-10,0,0,True,True,2.2360681625834416e-10,2.0318879911940257e-10,d191752b3811ee5fcf2132bf088bf67358b399ff2c4f0540dcbde2a451235cef,CP2K 28df9380abb3 / save_tblite 257ba442684c,c3715896817b8e086a613dfa48964d790c2dd92dd3307af005d08a23b51bc481,185a0e76cabfff2f064deae0e3e8925ca6f6a3f04077487d55e387bdb7aa3067,176cc3471d9c59a4211520898cec0a8f89c175a91b8d00eedb67483c63dd3a21,2223516fe7e224c9eab0fa617753e0ddf9b3564998863346c1a530d3de612673,-1.601288571979884,-0.019814264210843327,1.036226848617599,-0.01818965578053839,9.514943937581861e-05,0.0,0.0,-0.8352754783629708
no_acp,XIV,4.0,12,33.472448,40.0,,False,,,,,14,0.07546415,3.2792e-10,1,0,False,True,1.7320817182823858e-10,2.0076185158757198e-10,d191752b3811ee5fcf2132bf088bf67358b399ff2c4f0540dcbde2a451235cef,CP2K 28df9380abb3 / save_tblite 257ba442684c,0ede4fdcdddc43dafb1259c31fa3290dce11f2d4b9e32b8d8fae17f125caa829,ac2b3a30804bf750849bc6f0752be4e2da929386ec6f812c163ce85bf72c0571,e2ae781438f44c49d8b78fd332dfe5baefc8b72f2c2a9ac11caa14d3bac06715,59a227d60806bf33755c1aa0f912dbf700d88b1b01a187c0bf0b28967a3121f7,,,,,,,,
